product_a,product_b,times_bought_together
PROD0053,PROD0245,1
PROD0053,PROD0280,1
PROD0053,PROD0333,1
PROD0053,PROD0341,1
PROD0053,PROD0382,1
PROD0053,PROD0385,1
PROD0053,PROD0426,1
PROD0053,PROD0428,1
PROD0053,PROD0461,1
PROD0053,PROD0465,1
PROD0054,PROD0057,1
PROD0054,PROD0101,1
PROD0054,PROD0136,1
PROD0054,PROD0139,1
PROD0054,PROD0245,1
PROD0054,PROD0261,1
PROD0054,PROD0348,1
PROD0054,PROD0388,1
PROD0054,PROD0434,1
PROD0054,PROD0436,1
PROD0054,PROD0455,1
PROD0054,PROD0463,1
PROD0055,PROD0126,1
PROD0055,PROD0135,1
PROD0055,PROD0147,1
PROD0055,PROD0172,1
PROD0055,PROD0182,1
PROD0055,PROD0221,1
PROD0055,PROD0252,1
PROD0055,PROD0268,1
PROD0055,PROD0289,1
PROD0055,PROD0290,1
PROD0055,PROD0293,1
PROD0055,PROD0342,1
PROD0055,PROD0380,1
PROD0055,PROD0451,1
PROD0055,PROD0486,1
PROD0055,PROD0488,1
PROD0056,PROD0154,1
PROD0056,PROD0159,1
PROD0056,PROD0164,1
PROD0056,PROD0165,1
PROD0056,PROD0179,1
PROD0056,PROD0187,1
PROD0056,PROD0211,1
PROD0056,PROD0305,1
PROD0056,PROD0328,1
PROD0056,PROD0342,1
PROD0056,PROD0426,1
PROD0057,PROD0101,1
PROD0057,PROD0188,1
PROD0057,PROD0196,1
PROD0057,PROD0227,1
PROD0057,PROD0243,1
PROD0057,PROD0255,1
PROD0057,PROD0263,1
PROD0057,PROD0300,1
PROD0057,PROD0301,1
PROD0057,PROD0306,1
PROD0057,PROD0309,1
PROD0057,PROD0330,1
PROD0057,PROD0391,1
PROD0057,PROD0434,1
PROD0057,PROD0445,1
PROD0057,PROD0463,1
PROD0057,PROD0470,1
PROD0057,PROD0486,1
PROD0058,PROD0087,1
PROD0058,PROD0122,1
PROD0058,PROD0201,1
PROD0058,PROD0226,1
PROD0058,PROD0265,1
PROD0058,PROD0361,1
PROD0058,PROD0397,1
PROD0058,PROD0407,1
PROD0058,PROD0489,1
PROD0058,PROD0493,1
PROD0059,PROD0171,1
PROD0059,PROD0204,1
PROD0059,PROD0363,1
PROD0059,PROD0494,1
PROD0060,PROD0082,1
PROD0060,PROD0085,1
PROD0060,PROD0154,1
PROD0060,PROD0167,1
PROD0060,PROD0222,1
PROD0060,PROD0307,1
PROD0060,PROD0334,1
PROD0060,PROD0358,1
PROD0060,PROD0392,1
PROD0061,PROD0082,1
PROD0061,PROD0098,1
PROD0061,PROD0105,1
PROD0061,PROD0128,1
PROD0061,PROD0134,1
PROD0061,PROD0137,1
PROD0061,PROD0153,1
PROD0061,PROD0212,1
PROD0061,PROD0225,1
PROD0061,PROD0228,1
PROD0061,PROD0231,1
PROD0061,PROD0233,1
PROD0061,PROD0254,1
PROD0061,PROD0262,1
PROD0061,PROD0269,1
PROD0061,PROD0314,1
PROD0061,PROD0320,1
PROD0061,PROD0321,1
PROD0061,PROD0335,1
PROD0061,PROD0453,1
PROD0061,PROD0472,1
PROD0062,PROD0078,1
PROD0062,PROD0157,1
PROD0062,PROD0160,1
PROD0062,PROD0171,1
PROD0062,PROD0181,1
PROD0062,PROD0236,1
PROD0062,PROD0292,1
PROD0062,PROD0377,1
PROD0062,PROD0394,1
PROD0062,PROD0409,1
PROD0062,PROD0413,1
PROD0062,PROD0464,1
PROD0064,PROD0066,1
PROD0064,PROD0079,1
PROD0064,PROD0121,1
PROD0064,PROD0122,1
PROD0064,PROD0124,1
PROD0064,PROD0188,1
PROD0064,PROD0209,1
PROD0064,PROD0268,1
PROD0064,PROD0269,1
PROD0064,PROD0305,1
PROD0064,PROD0309,1
PROD0064,PROD0312,1
PROD0064,PROD0319,1
PROD0064,PROD0331,1
PROD0064,PROD0332,1
PROD0064,PROD0333,1
PROD0064,PROD0339,1
PROD0064,PROD0349,1
PROD0064,PROD0372,1
PROD0064,PROD0374,1
PROD0064,PROD0460,1
PROD0064,PROD0466,1
PROD0064,PROD0480,1
PROD0065,PROD0074,1
PROD0065,PROD0092,1
PROD0065,PROD0096,1
PROD0065,PROD0106,1
PROD0065,PROD0146,1
PROD0065,PROD0169,1
PROD0065,PROD0176,1
PROD0065,PROD0188,1
PROD0065,PROD0201,1
PROD0065,PROD0230,1
PROD0065,PROD0232,1
PROD0065,PROD0249,1
PROD0065,PROD0285,1
PROD0065,PROD0293,1
PROD0065,PROD0303,1
PROD0065,PROD0305,1
PROD0065,PROD0322,1
PROD0065,PROD0334,1
PROD0065,PROD0340,1
PROD0065,PROD0382,1
PROD0065,PROD0400,1
PROD0065,PROD0427,1
PROD0065,PROD0431,1
PROD0065,PROD0438,1
PROD0065,PROD0453,1
PROD0065,PROD0455,1
PROD0065,PROD0459,1
PROD0065,PROD0486,1
PROD0065,PROD0499,1
PROD0066,PROD0079,1
PROD0066,PROD0118,1
PROD0066,PROD0121,1
PROD0066,PROD0154,1
PROD0066,PROD0194,1
PROD0066,PROD0209,1
PROD0066,PROD0227,1
PROD0066,PROD0237,1
PROD0066,PROD0312,1
PROD0066,PROD0326,1
PROD0066,PROD0356,1
PROD0066,PROD0359,1
PROD0066,PROD0403,1
PROD0066,PROD0421,1
PROD0066,PROD0433,1
PROD0066,PROD0455,1
PROD0067,PROD0082,1
PROD0067,PROD0153,1
PROD0067,PROD0195,1
PROD0067,PROD0209,1
PROD0067,PROD0223,1
PROD0067,PROD0233,1
PROD0067,PROD0248,1
PROD0067,PROD0281,1
PROD0067,PROD0292,1
PROD0067,PROD0334,1
PROD0067,PROD0341,1
PROD0067,PROD0359,1
PROD0067,PROD0371,1
PROD0067,PROD0373,1
PROD0067,PROD0382,1
PROD0067,PROD0491,1
PROD0068,PROD0105,1
PROD0068,PROD0111,1
PROD0068,PROD0121,1
PROD0068,PROD0159,1
PROD0068,PROD0172,1
PROD0068,PROD0181,1
PROD0068,PROD0207,1
PROD0068,PROD0250,1
PROD0068,PROD0403,1
PROD0068,PROD0418,1
PROD0068,PROD0449,1
PROD0068,PROD0457,1
PROD0068,PROD0460,1
PROD0068,PROD0465,1
PROD0069,PROD0085,1
PROD0069,PROD0102,1
PROD0069,PROD0109,1
PROD0069,PROD0129,1
PROD0069,PROD0166,1
PROD0069,PROD0183,1
PROD0069,PROD0206,1
PROD0069,PROD0211,1
PROD0069,PROD0221,1
PROD0069,PROD0244,1
PROD0069,PROD0273,1
PROD0069,PROD0288,1
PROD0069,PROD0293,1
PROD0069,PROD0295,1
PROD0069,PROD0343,1
PROD0069,PROD0365,1
PROD0069,PROD0370,1
PROD0069,PROD0397,1
PROD0069,PROD0402,1
PROD0069,PROD0407,1
PROD0069,PROD0420,1
PROD0069,PROD0428,1
PROD0069,PROD0470,1
PROD0069,PROD0484,1
PROD0070,PROD0180,1
PROD0070,PROD0267,1
PROD0070,PROD0371,1
PROD0070,PROD0393,1
PROD0070,PROD0410,1
PROD0070,PROD0427,1
PROD0070,PROD0473,1
PROD0070,PROD0478,1
PROD0070,PROD0483,1
PROD0071,PROD0087,1
PROD0071,PROD0091,1
PROD0071,PROD0111,1
PROD0071,PROD0119,1
PROD0071,PROD0161,1
PROD0071,PROD0162,1
PROD0071,PROD0167,1
PROD0071,PROD0219,1
PROD0071,PROD0236,1
PROD0071,PROD0240,1
PROD0071,PROD0275,1
PROD0071,PROD0284,1
PROD0071,PROD0290,1
PROD0071,PROD0299,1
PROD0071,PROD0306,1
PROD0071,PROD0331,1
PROD0071,PROD0407,1
PROD0071,PROD0454,1
PROD0071,PROD0459,1
PROD0071,PROD0471,1
PROD0071,PROD0473,1
PROD0071,PROD0491,1
PROD0072,PROD0148,1
PROD0072,PROD0211,1
PROD0072,PROD0229,1
PROD0072,PROD0250,1
PROD0072,PROD0308,1
PROD0072,PROD0318,1
PROD0072,PROD0389,1
PROD0072,PROD0446,1
PROD0072,PROD0471,1
PROD0072,PROD0476,1
PROD0072,PROD0488,1
PROD0073,PROD0139,1
PROD0073,PROD0188,1
PROD0073,PROD0225,1
PROD0073,PROD0232,1
PROD0073,PROD0271,1
PROD0073,PROD0305,1
PROD0073,PROD0325,1
PROD0073,PROD0370,1
PROD0073,PROD0421,1
PROD0073,PROD0428,1
PROD0073,PROD0460,1
PROD0074,PROD0142,1
PROD0074,PROD0180,1
PROD0074,PROD0188,1
PROD0074,PROD0221,1
PROD0074,PROD0255,1
PROD0074,PROD0281,1
PROD0074,PROD0381,1
PROD0074,PROD0382,1
PROD0074,PROD0409,1
PROD0074,PROD0430,1
PROD0074,PROD0435,1
PROD0074,PROD0462,1
PROD0074,PROD0470,1
PROD0075,PROD0271,1
PROD0075,PROD0276,1
PROD0075,PROD0321,1
PROD0075,PROD0394,1
PROD0075,PROD0467,1
PROD0075,PROD0482,1
PROD0076,PROD0150,1
PROD0076,PROD0157,1
PROD0076,PROD0163,1
PROD0076,PROD0173,1
PROD0076,PROD0204,1
PROD0076,PROD0217,1
PROD0076,PROD0237,1
PROD0076,PROD0245,1
PROD0076,PROD0280,1
PROD0076,PROD0297,1
PROD0076,PROD0319,1
PROD0076,PROD0330,1
PROD0076,PROD0370,1
PROD0076,PROD0395,1
PROD0076,PROD0409,1
PROD0076,PROD0465,1
PROD0076,PROD0479,1
PROD0076,PROD0488,1
PROD0076,PROD0491,1
PROD0077,PROD0109,1
PROD0077,PROD0123,1
PROD0077,PROD0142,1
PROD0077,PROD0236,1
PROD0077,PROD0371,1
PROD0077,PROD0373,1
PROD0077,PROD0387,1
PROD0077,PROD0396,1
PROD0078,PROD0158,1
PROD0078,PROD0171,1
PROD0078,PROD0199,1
PROD0078,PROD0394,1
PROD0078,PROD0409,1
PROD0078,PROD0420,1
PROD0078,PROD0435,1
PROD0078,PROD0460,1
PROD0079,PROD0117,1
PROD0079,PROD0121,1
PROD0079,PROD0209,1
PROD0079,PROD0281,1
PROD0079,PROD0307,1
PROD0079,PROD0312,1
PROD0079,PROD0375,1
PROD0079,PROD0467,1
PROD0079,PROD0488,1
PROD0080,PROD0108,1
PROD0080,PROD0119,1
PROD0080,PROD0126,1
PROD0080,PROD0183,1
PROD0080,PROD0265,1
PROD0080,PROD0343,1
PROD0080,PROD0423,1
PROD0080,PROD0426,1
PROD0080,PROD0493,1
PROD0081,PROD0153,1
PROD0081,PROD0244,1
PROD0081,PROD0290,1
PROD0081,PROD0397,1
PROD0081,PROD0467,1
PROD0081,PROD0483,1
PROD0082,PROD0113,1
PROD0082,PROD0127,1
PROD0082,PROD0153,1
PROD0082,PROD0154,1
PROD0082,PROD0166,1
PROD0082,PROD0167,1
PROD0082,PROD0176,1
PROD0082,PROD0195,1
PROD0082,PROD0225,1
PROD0082,PROD0232,1
PROD0082,PROD0254,1
PROD0082,PROD0261,1
PROD0082,PROD0269,1
PROD0082,PROD0283,1
PROD0082,PROD0309,1
PROD0082,PROD0343,1
PROD0082,PROD0417,1
PROD0082,PROD0477,1
PROD0083,PROD0131,1
PROD0083,PROD0152,1
PROD0083,PROD0176,1
PROD0083,PROD0219,1
PROD0083,PROD0247,1
PROD0083,PROD0297,1
PROD0083,PROD0348,1
PROD0083,PROD0434,1
PROD0083,PROD0465,1
PROD0083,PROD0475,1
PROD0083,PROD0477,1
PROD0083,PROD0482,1
PROD0083,PROD0487,1
PROD0084,PROD0098,1
PROD0084,PROD0147,1
PROD0084,PROD0152,1
PROD0084,PROD0161,1
PROD0084,PROD0163,1
PROD0084,PROD0167,1
PROD0084,PROD0248,1
PROD0084,PROD0262,1
PROD0084,PROD0304,1
PROD0084,PROD0359,1
PROD0084,PROD0366,1
PROD0084,PROD0367,1
PROD0084,PROD0413,1
PROD0084,PROD0437,1
PROD0084,PROD0459,1
PROD0085,PROD0113,1
PROD0085,PROD0122,1
PROD0085,PROD0159,1
PROD0085,PROD0171,1
PROD0085,PROD0177,1
PROD0085,PROD0222,1
PROD0085,PROD0273,1
PROD0085,PROD0322,1
PROD0085,PROD0350,1
PROD0085,PROD0370,1
PROD0085,PROD0420,1
PROD0085,PROD0459,1
PROD0085,PROD0470,1
PROD0085,PROD0483,1
PROD0086,PROD0100,1
PROD0086,PROD0117,1
PROD0086,PROD0139,1
PROD0086,PROD0146,1
PROD0086,PROD0183,1
PROD0086,PROD0185,1
PROD0086,PROD0195,1
PROD0086,PROD0201,1
PROD0086,PROD0210,1
PROD0086,PROD0222,1
PROD0086,PROD0292,1
PROD0086,PROD0294,1
PROD0086,PROD0310,1
PROD0086,PROD0328,1
PROD0086,PROD0358,1
PROD0086,PROD0361,1
PROD0086,PROD0393,1
PROD0086,PROD0410,1
PROD0086,PROD0471,1
PROD0086,PROD0482,1
PROD0086,PROD0490,1
PROD0086,PROD0492,1
PROD0087,PROD0104,1
PROD0087,PROD0110,1
PROD0087,PROD0122,1
PROD0087,PROD0148,1
PROD0087,PROD0168,1
PROD0087,PROD0208,1
PROD0087,PROD0219,1
PROD0087,PROD0235,1
PROD0087,PROD0270,1
PROD0087,PROD0321,1
PROD0087,PROD0355,1
PROD0087,PROD0358,1
PROD0087,PROD0392,1
PROD0087,PROD0419,1
PROD0087,PROD0438,1
PROD0087,PROD0477,1
PROD0088,PROD0108,1
PROD0088,PROD0109,1
PROD0088,PROD0210,1
PROD0088,PROD0221,1
PROD0088,PROD0253,1
PROD0088,PROD0261,1
PROD0088,PROD0295,1
PROD0088,PROD0321,1
PROD0088,PROD0330,1
PROD0088,PROD0356,1
PROD0088,PROD0404,1
PROD0088,PROD0406,1
PROD0088,PROD0425,1
PROD0088,PROD0426,1
PROD0088,PROD0484,1
PROD0088,PROD0494,1
PROD0088,PROD0497,1
PROD0089,PROD0106,1
PROD0089,PROD0107,1
PROD0089,PROD0116,1
PROD0089,PROD0161,1
PROD0089,PROD0189,1
PROD0089,PROD0201,1
PROD0089,PROD0213,1
PROD0089,PROD0220,1
PROD0089,PROD0221,1
PROD0089,PROD0257,1
PROD0089,PROD0274,1
PROD0089,PROD0297,1
PROD0089,PROD0356,1
PROD0089,PROD0424,1
PROD0089,PROD0444,1
PROD0090,PROD0091,1
PROD0090,PROD0247,1
PROD0090,PROD0285,1
PROD0090,PROD0287,1
PROD0090,PROD0367,1
PROD0090,PROD0465,1
PROD0090,PROD0497,1
PROD0091,PROD0119,1
PROD0091,PROD0134,1
PROD0091,PROD0147,1
PROD0091,PROD0210,1
PROD0091,PROD0225,1
PROD0091,PROD0236,1
PROD0091,PROD0240,1
PROD0091,PROD0260,1
PROD0091,PROD0299,1
PROD0091,PROD0305,1
PROD0091,PROD0313,1
PROD0091,PROD0320,1
PROD0091,PROD0362,1
PROD0091,PROD0367,1
PROD0091,PROD0413,1
PROD0091,PROD0470,1
PROD0091,PROD0471,1
PROD0091,PROD0473,1
PROD0091,PROD0491,1
PROD0092,PROD0093,1
PROD0092,PROD0103,1
PROD0092,PROD0134,1
PROD0092,PROD0249,1
PROD0092,PROD0317,1
PROD0092,PROD0336,1
PROD0092,PROD0420,1
PROD0092,PROD0441,1
PROD0092,PROD0449,1
PROD0092,PROD0458,1
PROD0092,PROD0499,1
PROD0093,PROD0121,1
PROD0093,PROD0229,1
PROD0093,PROD0243,1
PROD0093,PROD0281,1
PROD0093,PROD0298,1
PROD0093,PROD0317,1
PROD0093,PROD0362,1
PROD0093,PROD0375,1
PROD0093,PROD0376,1
PROD0093,PROD0392,1
PROD0093,PROD0400,1
PROD0093,PROD0426,1
PROD0093,PROD0441,1
PROD0094,PROD0158,1
PROD0094,PROD0189,1
PROD0094,PROD0214,1
PROD0094,PROD0400,1
PROD0094,PROD0415,1
PROD0094,PROD0435,1
PROD0094,PROD0437,1
PROD0095,PROD0132,1
PROD0095,PROD0164,1
PROD0095,PROD0241,1
PROD0095,PROD0336,1
PROD0095,PROD0351,1
PROD0095,PROD0363,1
PROD0095,PROD0392,1
PROD0095,PROD0457,1
PROD0096,PROD0142,1
PROD0096,PROD0227,1
PROD0096,PROD0272,1
PROD0096,PROD0287,1
PROD0096,PROD0334,1
PROD0096,PROD0374,1
PROD0096,PROD0399,1
PROD0096,PROD0409,1
PROD0097,PROD0102,1
PROD0097,PROD0104,1
PROD0097,PROD0108,1
PROD0097,PROD0118,1
PROD0097,PROD0142,1
PROD0097,PROD0160,1
PROD0097,PROD0192,1
PROD0097,PROD0223,1
PROD0097,PROD0234,1
PROD0097,PROD0243,1
PROD0097,PROD0317,1
PROD0097,PROD0318,1
PROD0097,PROD0334,1
PROD0097,PROD0393,1
PROD0097,PROD0410,1
PROD0097,PROD0421,1
PROD0097,PROD0447,1
PROD0097,PROD0448,1
PROD0097,PROD0493,1
PROD0098,PROD0161,1
PROD0098,PROD0254,1
PROD0098,PROD0314,1
PROD0098,PROD0366,1
PROD0098,PROD0367,1
PROD0098,PROD0437,1
PROD0099,PROD0150,1
PROD0099,PROD0214,1
PROD0099,PROD0243,1
PROD0099,PROD0256,1
PROD0099,PROD0331,1
PROD0099,PROD0337,1
PROD0099,PROD0341,1
PROD0099,PROD0352,1
PROD0099,PROD0355,1
PROD0099,PROD0380,1
PROD0099,PROD0430,1
PROD0099,PROD0467,1
PROD0099,PROD0478,1
PROD0099,PROD0498,1
PROD0100,PROD0117,1
PROD0100,PROD0146,1
PROD0100,PROD0169,1
PROD0100,PROD0174,1
PROD0100,PROD0212,1
PROD0100,PROD0227,1
PROD0100,PROD0284,1
PROD0100,PROD0316,1
PROD0100,PROD0363,1
PROD0100,PROD0383,1
PROD0100,PROD0403,1
PROD0100,PROD0404,1
PROD0100,PROD0422,1
PROD0100,PROD0468,1
PROD0100,PROD0489,1
PROD0101,PROD0131,1
PROD0101,PROD0135,1
PROD0101,PROD0138,1
PROD0101,PROD0163,1
PROD0101,PROD0167,1
PROD0101,PROD0184,1
PROD0101,PROD0198,1
PROD0101,PROD0208,1
PROD0101,PROD0351,1
PROD0101,PROD0400,1
PROD0101,PROD0419,1
PROD0101,PROD0434,1
PROD0101,PROD0447,1
PROD0101,PROD0453,1
PROD0101,PROD0463,1
PROD0102,PROD0109,1
PROD0102,PROD0169,1
PROD0102,PROD0187,1
PROD0102,PROD0189,1
PROD0102,PROD0218,1
PROD0102,PROD0240,1
PROD0102,PROD0336,1
PROD0102,PROD0363,1
PROD0102,PROD0375,1
PROD0102,PROD0393,1
PROD0102,PROD0398,1
PROD0102,PROD0405,1
PROD0102,PROD0420,1
PROD0102,PROD0421,1
PROD0102,PROD0428,1
PROD0102,PROD0477,1
PROD0102,PROD0493,1
PROD0103,PROD0162,1
PROD0103,PROD0199,1
PROD0103,PROD0208,1
PROD0103,PROD0253,1
PROD0103,PROD0262,1
PROD0103,PROD0264,1
PROD0103,PROD0269,1
PROD0103,PROD0275,1
PROD0103,PROD0310,1
PROD0103,PROD0323,1
PROD0103,PROD0324,1
PROD0103,PROD0332,1
PROD0103,PROD0358,1
PROD0103,PROD0378,1
PROD0103,PROD0403,1
PROD0103,PROD0476,1
PROD0103,PROD0484,1
PROD0104,PROD0105,1
PROD0104,PROD0129,1
PROD0104,PROD0203,1
PROD0104,PROD0226,1
PROD0104,PROD0235,1
PROD0104,PROD0237,1
PROD0104,PROD0241,1
PROD0104,PROD0254,1
PROD0104,PROD0272,1
PROD0104,PROD0325,1
PROD0104,PROD0334,1
PROD0104,PROD0354,1
PROD0104,PROD0391,1
PROD0104,PROD0412,1
PROD0104,PROD0416,1
PROD0104,PROD0436,1
PROD0104,PROD0448,1
PROD0104,PROD0495,1
PROD0105,PROD0118,1
PROD0105,PROD0153,1
PROD0105,PROD0154,1
PROD0105,PROD0166,1
PROD0105,PROD0174,1
PROD0105,PROD0228,1
PROD0105,PROD0250,1
PROD0105,PROD0262,1
PROD0105,PROD0272,1
PROD0105,PROD0330,1
PROD0105,PROD0340,1
PROD0105,PROD0372,1
PROD0105,PROD0403,1
PROD0105,PROD0436,1
PROD0105,PROD0495,1
PROD0106,PROD0123,1
PROD0106,PROD0141,1
PROD0106,PROD0153,1
PROD0106,PROD0220,1
PROD0106,PROD0221,1
PROD0106,PROD0231,1
PROD0106,PROD0251,1
PROD0106,PROD0307,1
PROD0106,PROD0405,1
PROD0106,PROD0427,1
PROD0106,PROD0456,1
PROD0107,PROD0162,1
PROD0107,PROD0169,1
PROD0107,PROD0227,1
PROD0107,PROD0257,1
PROD0107,PROD0267,1
PROD0107,PROD0301,1
PROD0107,PROD0320,1
PROD0107,PROD0323,1
PROD0107,PROD0386,1
PROD0107,PROD0449,1
PROD0107,PROD0456,1
PROD0107,PROD0490,1
PROD0108,PROD0109,1
PROD0108,PROD0126,1
PROD0108,PROD0142,1
PROD0108,PROD0156,1
PROD0108,PROD0160,1
PROD0108,PROD0162,1
PROD0108,PROD0217,1
PROD0108,PROD0218,1
PROD0108,PROD0221,1
PROD0108,PROD0233,1
PROD0108,PROD0276,1
PROD0108,PROD0295,1
PROD0108,PROD0311,1
PROD0108,PROD0318,1
PROD0108,PROD0364,1
PROD0108,PROD0406,1
PROD0108,PROD0410,1
PROD0108,PROD0412,1
PROD0108,PROD0426,1
PROD0108,PROD0452,1
PROD0108,PROD0477,1
PROD0108,PROD0484,1
PROD0108,PROD0498,1
PROD0109,PROD0138,1
PROD0109,PROD0142,1
PROD0109,PROD0145,1
PROD0109,PROD0163,1
PROD0109,PROD0178,1
PROD0109,PROD0181,1
PROD0109,PROD0194,1
PROD0109,PROD0196,1
PROD0109,PROD0198,1
PROD0109,PROD0207,1
PROD0109,PROD0221,1
PROD0109,PROD0246,1
PROD0109,PROD0254,1
PROD0109,PROD0266,1
PROD0109,PROD0284,1
PROD0109,PROD0295,1
PROD0109,PROD0297,1
PROD0109,PROD0313,1
PROD0109,PROD0318,1
PROD0109,PROD0326,1
PROD0109,PROD0327,1
PROD0109,PROD0350,1
PROD0109,PROD0354,1
PROD0109,PROD0356,1
PROD0109,PROD0386,1
PROD0109,PROD0392,1
PROD0109,PROD0406,1
PROD0109,PROD0411,1
PROD0109,PROD0428,1
PROD0109,PROD0472,1
PROD0109,PROD0484,1
PROD0110,PROD0208,1
PROD0110,PROD0216,1
PROD0110,PROD0235,1
PROD0110,PROD0289,1
PROD0110,PROD0384,1
PROD0110,PROD0392,1
PROD0111,PROD0181,1
PROD0111,PROD0199,1
PROD0111,PROD0212,1
PROD0111,PROD0236,1
PROD0111,PROD0306,1
PROD0111,PROD0418,1
PROD0111,PROD0449,1
PROD0111,PROD0460,1
PROD0111,PROD0465,1
PROD0112,PROD0124,1
PROD0112,PROD0154,1
PROD0112,PROD0200,1
PROD0112,PROD0241,1
PROD0112,PROD0247,1
PROD0112,PROD0253,1
PROD0112,PROD0292,1
PROD0112,PROD0316,1
PROD0112,PROD0332,1
PROD0112,PROD0338,1
PROD0112,PROD0376,1
PROD0112,PROD0425,1
PROD0112,PROD0428,1
PROD0112,PROD0439,1
PROD0112,PROD0469,1
PROD0113,PROD0122,1
PROD0113,PROD0159,1
PROD0113,PROD0171,1
PROD0113,PROD0220,1
PROD0113,PROD0285,1
PROD0113,PROD0309,1
PROD0113,PROD0322,1
PROD0113,PROD0335,1
PROD0113,PROD0350,1
PROD0113,PROD0375,1
PROD0113,PROD0429,1
PROD0113,PROD0458,1
PROD0114,PROD0115,1
PROD0114,PROD0122,1
PROD0114,PROD0172,1
PROD0114,PROD0192,1
PROD0114,PROD0201,1
PROD0114,PROD0217,1
PROD0114,PROD0293,1
PROD0114,PROD0383,1
PROD0114,PROD0436,1
PROD0114,PROD0446,1
PROD0114,PROD0465,1
PROD0114,PROD0479,1
PROD0114,PROD0493,1
PROD0115,PROD0130,1
PROD0115,PROD0131,1
PROD0115,PROD0153,1
PROD0115,PROD0156,1
PROD0115,PROD0191,1
PROD0115,PROD0198,1
PROD0115,PROD0220,1
PROD0115,PROD0330,1
PROD0115,PROD0331,1
PROD0115,PROD0336,1
PROD0115,PROD0371,1
PROD0115,PROD0376,1
PROD0115,PROD0388,1
PROD0115,PROD0407,1
PROD0115,PROD0430,1
PROD0115,PROD0436,1
PROD0115,PROD0448,1
PROD0115,PROD0453,1
PROD0115,PROD0461,1
PROD0116,PROD0117,1
PROD0116,PROD0119,1
PROD0116,PROD0130,1
PROD0116,PROD0190,1
PROD0116,PROD0201,1
PROD0116,PROD0206,1
PROD0116,PROD0225,1
PROD0116,PROD0245,1
PROD0116,PROD0297,1
PROD0116,PROD0312,1
PROD0116,PROD0367,1
PROD0116,PROD0372,1
PROD0116,PROD0381,1
PROD0116,PROD0405,1
PROD0116,PROD0429,1
PROD0116,PROD0434,1
PROD0116,PROD0463,1
PROD0116,PROD0468,1
PROD0117,PROD0146,1
PROD0117,PROD0176,1
PROD0117,PROD0245,1
PROD0117,PROD0272,1
PROD0117,PROD0307,1
PROD0117,PROD0434,1
PROD0117,PROD0467,1
PROD0117,PROD0488,1
PROD0118,PROD0166,1
PROD0118,PROD0174,1
PROD0118,PROD0181,1
PROD0118,PROD0208,1
PROD0118,PROD0223,1
PROD0118,PROD0224,1
PROD0118,PROD0310,1
PROD0118,PROD0316,1
PROD0118,PROD0330,1
PROD0118,PROD0334,1
PROD0118,PROD0340,1
PROD0118,PROD0421,1
PROD0118,PROD0447,1
PROD0119,PROD0132,1
PROD0119,PROD0147,1
PROD0119,PROD0190,1
PROD0119,PROD0231,1
PROD0119,PROD0240,1
PROD0119,PROD0259,1
PROD0119,PROD0292,1
PROD0119,PROD0299,1
PROD0119,PROD0312,1
PROD0119,PROD0322,1
PROD0119,PROD0367,1
PROD0119,PROD0378,1
PROD0119,PROD0388,1
PROD0119,PROD0397,1
PROD0119,PROD0421,1
PROD0119,PROD0423,1
PROD0119,PROD0461,1
PROD0119,PROD0468,1
PROD0119,PROD0471,1
PROD0119,PROD0473,1
PROD0119,PROD0491,1
PROD0120,PROD0178,1
PROD0120,PROD0192,1
PROD0120,PROD0241,1
PROD0120,PROD0263,1
PROD0120,PROD0282,1
PROD0120,PROD0432,1
PROD0120,PROD0458,1
PROD0121,PROD0123,1
PROD0121,PROD0170,1
PROD0121,PROD0196,1
PROD0121,PROD0207,1
PROD0121,PROD0209,1
PROD0121,PROD0214,1
PROD0121,PROD0312,1
PROD0121,PROD0378,1
PROD0121,PROD0386,1
PROD0121,PROD0410,1
PROD0121,PROD0421,1
PROD0121,PROD0432,1
PROD0122,PROD0124,1
PROD0122,PROD0159,1
PROD0122,PROD0171,1
PROD0122,PROD0182,1
PROD0122,PROD0201,1
PROD0122,PROD0296,1
PROD0122,PROD0309,1
PROD0122,PROD0319,1
PROD0122,PROD0350,1
PROD0122,PROD0372,1
PROD0122,PROD0389,1
PROD0122,PROD0446,1
PROD0122,PROD0479,1
PROD0123,PROD0214,1
PROD0123,PROD0217,1
PROD0123,PROD0257,1
PROD0123,PROD0323,1
PROD0123,PROD0456,1
PROD0124,PROD0125,1
PROD0124,PROD0265,1
PROD0124,PROD0274,1
PROD0124,PROD0309,1
PROD0124,PROD0319,1
PROD0124,PROD0372,1
PROD0124,PROD0410,1
PROD0124,PROD0439,1
PROD0124,PROD0455,1
PROD0124,PROD0500,1
PROD0125,PROD0132,1
PROD0125,PROD0150,1
PROD0125,PROD0158,1
PROD0125,PROD0189,1
PROD0125,PROD0201,1
PROD0125,PROD0226,1
PROD0125,PROD0242,1
PROD0125,PROD0252,1
PROD0125,PROD0255,1
PROD0125,PROD0308,1
PROD0125,PROD0350,1
PROD0125,PROD0394,1
PROD0125,PROD0417,1
PROD0125,PROD0418,1
PROD0125,PROD0432,1
PROD0125,PROD0435,1
PROD0125,PROD0455,1
PROD0125,PROD0458,1
PROD0125,PROD0461,1
PROD0126,PROD0132,1
PROD0126,PROD0135,1
PROD0126,PROD0147,1
PROD0126,PROD0164,1
PROD0126,PROD0309,1
PROD0126,PROD0394,1
