order_id,customer_id,order_date,status,region_code
ORD00388,CUST0278,2026-06-17 13:36:40,SHIPPED,EAST
ORD00389,CUST0079,2025-08-28 23:01:34,DELIVERED,WEST
ORD00390,CUST0429,2025-11-03 10:02:01,DELIVERED,SOUTH
ORD00391,CUST0263,2026-05-07 18:38:11,DELIVERED,WEST
ORD00392,CUST0119,2025-08-21 21:52:51,DELIVERED,SOUTH
ORD00393,,2025-08-24 11:35:12,DELIVERED,EAST
ORD00394,CUST0292,2025-09-28 20:53:41,DELIVERED,EAST
ORD00395,CUST0091,2026-03-20 02:53:12,DELIVERED,EAST
ORD00396,CUST0262,2025-10-14 04:14:15,DELIVERED,WEST
ORD00397,CUST0394,2026-04-25 00:02:56,DELIVERED,WEST
ORD00398,,2025-11-02 05:11:56,DELIVERED,EAST
ORD00399,CUST0153,2025-08-19 04:54:09,CANCELLED,EAST
ORD00400,CUST0126,2026-05-04 23:33:16,DELIVERED,EAST
ORD00401,CUST0386,2025-09-15 19:25:46,PLACED,EAST
ORD00402,CUST0101,2026-04-06 05:53:40,DELIVERED,WEST
ORD00403,CUST0006,2026-04-16 09:25:07,DELIVERED,WEST
ORD00404,CUST0453,2025-09-03 03:05:06,DELIVERED,NORTH
ORD00405,CUST0366,2025-09-13 06:10:20,DELIVERED,WEST
ORD00406,CUST0034,2025-08-14 22:07:03,DELIVERED,NORTH
ORD00407,CUST0435,2025-10-04 21:49:51,DELIVERED,SOUTH
ORD00408,CUST0477,2025-10-27 09:27:34,DELIVERED,NORTH
ORD00409,CUST0333,2026-01-17 18:05:42,PLACED,NORTH
ORD00410,CUST0174,2026-01-06 08:28:10,SHIPPED,SOUTH
ORD00411,CUST0031,2026-04-26 18:07:07,CANCELLED,NORTH
ORD00412,CUST0043,2025-09-21 09:05:09,DELIVERED,EAST
ORD00413,CUST0073,2025-08-29 15:01:25,DELIVERED,EAST
ORD00414,CUST0039,2026-01-12 22:48:57,DELIVERED,EAST
ORD00415,,2026-02-22 01:02:53,CANCELLED,WEST
ORD00416,CUST0224,2026-01-21 18:05:49,DELIVERED,NORTH
ORD00417,CUST0016,2026-06-19 09:13:41,DELIVERED,WEST
ORD00418,CUST0406,2025-12-08 23:53:08,SHIPPED,SOUTH
ORD00419,CUST0194,2025-12-02 14:07:06,DELIVERED,WEST
ORD00420,CUST0163,2026-02-21 02:08:58,DELIVERED,EAST
ORD00421,CUST0300,2026-04-28 06:36:23,CANCELLED,EAST
ORD00422,CUST0304,2026-04-26 22:24:29,DELIVERED,EAST
ORD00423,CUST0011,2025-07-20 08:27:23,DELIVERED,WEST
ORD00424,,04-01-2026,DELIVERED,SOUTH
ORD00425,,2025-07-09 16:47:55,RETURNED,SOUTH
ORD00426,CUST0448,2026-06-26 03:48:10,DELIVERED,SOUTH
ORD00427,CUST0421,2025-11-18 12:55:54,DELIVERED,NORTH
ORD00428,CUST0447,2026-05-27 09:17:01,CANCELLED,NORTH
ORD00429,CUST0286,2026-01-29 06:47:06,DELIVERED,SOUTH
ORD00430,CUST0485,2026-06-18 18:16:20,DELIVERED,SOUTH
ORD00431,CUST0444,2025-09-07 03:16:53,SHIPPED,SOUTH
ORD00432,CUST0273,2026-05-04 18:45:02,DELIVERED,NORTH
ORD00433,CUST0327,2025-08-04 09:04:48,DELIVERED,EAST
ORD00434,CUST0387,2025-12-03 10:15:50,DELIVERED,EAST
ORD00435,CUST0499,2026-05-26 05:59:46,SHIPPED,NORTH
ORD00436,CUST0280,2025-10-14 07:03:34,SHIPPED,NORTH
ORD00437,CUST0168,2026-04-24 21:15:17,SHIPPED,SOUTH
ORD00438,CUST0437,2025-10-03 20:47:03,PLACED,WEST
ORD00439,CUST0010,2026-06-06 07:50:24,DELIVERED,WEST
ORD00440,CUST0198,2025-12-21 23:33:47,DELIVERED,NORTH
ORD00441,CUST0459,2026-05-03 17:09:27,DELIVERED,SOUTH
ORD00442,CUST0145,2025-07-11 19:57:58,DELIVERED,NORTH
ORD00443,CUST0058,2026-02-12 21:31:49,DELIVERED,WEST
ORD00444,CUST0441,2026-05-30 00:57:29,DELIVERED,SOUTH
ORD00445,CUST0364,2025-11-23 22:26:05,PLACED,NORTH
ORD00446,CUST0051,2025-07-08 19:37:28,DELIVERED,NORTH
ORD00447,,2026-04-21 19:44:05,DELIVERED,NORTH
ORD00448,CUST0327,2025-09-29 08:35:35,PLACED,SOUTH
ORD00449,CUST0260,2025-08-16 15:08:08,DELIVERED,EAST
ORD00450,,2026-03-23 00:14:34,DELIVERED,NORTH
ORD00451,CUST0158,2026-02-03 04:22:09,DELIVERED,WEST
ORD00452,CUST0322,2025-11-12 13:26:22,RETURNED,NORTH
ORD00453,CUST0022,2026-04-11 15:10:02,SHIPPED,EAST
ORD00454,CUST0475,2026-05-20 12:42:25,DELIVERED,SOUTH
ORD00455,,2025-08-21 19:52:03,PLACED,EAST
ORD00456,CUST0079,2025-10-04 13:03:49,DELIVERED,EAST
ORD00457,CUST0185,2025-12-31 17:25:01,DELIVERED,NORTH
ORD00458,CUST0360,2025-12-28 16:28:07,DELIVERED,NORTH
ORD00459,CUST0093,2026-02-21 04:16:52,DELIVERED,SOUTH
ORD00460,CUST0068,2026-03-19 23:37:47,DELIVERED,SOUTH
ORD00461,CUST0096,2025-07-21 00:46:43,DELIVERED,EAST
ORD00462,CUST0391,2026-03-11 22:33:08,DELIVERED,WEST
ORD00463,CUST0172,2025-12-11 07:19:28,CANCELLED,WEST
ORD00464,CUST0212,2025-08-22 18:35:05,DELIVERED,SOUTH
ORD00465,CUST0126,2025-10-23 11:49:59,DELIVERED,NORTH
ORD00466,CUST0025,2026-05-04 11:27:43,RETURNED,WEST
ORD00467,CUST0432,2025-11-28 01:24:49,DELIVERED,SOUTH
ORD00468,CUST0498,2025-08-27 21:07:18,DELIVERED,EAST
ORD00469,CUST0421,2025-08-28 07:14:36,RETURNED,WEST
ORD00470,,29-06-2025,DELIVERED,EAST
ORD00471,CUST0495,2026-06-18 04:30:54,PLACED,EAST
ORD00472,CUST0239,2025-09-08 14:51:15,DELIVERED,SOUTH
ORD00473,CUST0339,2025-08-09 19:45:15,DELIVERED,EAST
ORD00474,CUST0476,2026-04-26 10:59:53,DELIVERED,NORTH
ORD00475,CUST0257,2026-01-29 21:27:14,DELIVERED,SOUTH
ORD00476,CUST0139,2026-04-01 05:55:02,DELIVERED,SOUTH
ORD00477,CUST0424,2026-05-09 08:49:09,CANCELLED,NORTH
ORD00478,CUST0321,2026-03-19 13:19:17,DELIVERED,WEST
ORD00479,,26-07-2025,DELIVERED,NORTH
ORD00480,CUST0379,2025-09-07 03:00:49,CANCELLED,NORTH
ORD00481,CUST0036,2025-12-30 18:52:03,DELIVERED,WEST
ORD00482,CUST0304,2025-09-03 17:14:40,CANCELLED,NORTH
ORD00483,CUST0184,17-12-2025,SHIPPED,EAST
ORD00484,CUST0227,2025-12-01 15:48:51,DELIVERED,SOUTH
ORD00485,CUST0439,2025-11-27 11:13:39,DELIVERED,NORTH
ORD00486,CUST0493,2025-11-02 18:08:24,PLACED,WEST
ORD00487,CUST0140,2025-11-14 10:08:21,DELIVERED,WEST
ORD00488,CUST0064,2025-07-12 15:06:48,PLACED,NORTH
ORD00489,CUST0353,2026-04-06 14:10:34,DELIVERED,NORTH
ORD00490,CUST0495,2026-06-27 00:30:58,DELIVERED,NORTH
ORD00491,CUST0263,2026-01-29 12:14:55,DELIVERED,NORTH
ORD00492,CUST0457,2025-09-18 08:56:30,PLACED,EAST
ORD00493,CUST0393,2026-02-10 11:44:42,DELIVERED,EAST
ORD00494,CUST0382,2026-03-11 07:57:19,SHIPPED,WEST
ORD00495,CUST0451,2026-01-19 06:05:30,DELIVERED,NORTH
ORD00496,CUST0254,2026-04-16 05:27:24,RETURNED,NORTH
ORD00497,CUST0252,2026-02-01 09:41:00,DELIVERED,NORTH
ORD00498,CUST0142,2026-02-10 18:46:39,DELIVERED,NORTH
ORD00499,CUST0217,2025-09-01 03:51:56,DELIVERED,NORTH
ORD00500,CUST0119,2025-09-03 03:36:15,DELIVERED,WEST
ORD00501,CUST0192,2025-08-30 05:50:38,SHIPPED,SOUTH
ORD00502,CUST0401,2025-12-04 01:40:07,DELIVERED,NORTH
ORD00503,CUST0455,2025-12-29 22:43:22,DELIVERED,SOUTH
ORD00504,CUST0252,2025-08-30 06:32:23,DELIVERED,NORTH
ORD00505,CUST0383,2026-05-18 11:58:30,DELIVERED,EAST
ORD00506,CUST0041,2025-11-06 23:31:45,PLACED,WEST
ORD00507,CUST0334,2026-02-11 18:29:20,DELIVERED,EAST
ORD00508,CUST0294,06-09-2025,SHIPPED,SOUTH
ORD00509,CUST0049,2026-01-19 11:25:19,DELIVERED,SOUTH
ORD00510,CUST0442,2026-04-23 15:50:13,SHIPPED,WEST
ORD00511,CUST0495,2025-12-06 02:20:38,SHIPPED,WEST
ORD00512,CUST0021,2026-05-20 17:44:42,DELIVERED,EAST
ORD00513,CUST0205,2025-11-01 16:49:06,DELIVERED,EAST
ORD00514,CUST0402,2026-05-29 19:43:35,DELIVERED,EAST
ORD00515,CUST0157,2026-03-01 12:04:33,DELIVERED,EAST
ORD00516,CUST0279,2025-11-09 12:36:41,CANCELLED,SOUTH
ORD00517,CUST0175,2025-10-12 19:57:43,DELIVERED,EAST
ORD00518,CUST0137,2026-06-02 20:31:09,DELIVERED,NORTH
ORD00519,,2025-08-29 14:37:28,DELIVERED,SOUTH
ORD00520,,2026-06-18 15:42:35,SHIPPED,WEST
ORD00521,CUST0328,2026-03-20 15:55:58,RETURNED,SOUTH
ORD00522,,2025-07-08 17:00:48,DELIVERED,WEST
ORD00523,CUST0143,2025-12-14 14:27:56,DELIVERED,NORTH
ORD00524,CUST0371,2025-08-13 06:14:25,DELIVERED,WEST
ORD00525,CUST0057,2026-04-29 21:34:40,DELIVERED,SOUTH
ORD00526,CUST0334,2025-07-16 16:18:10,DELIVERED,NORTH
ORD00527,CUST0103,2026-01-08 16:10:07,RETURNED,NORTH
ORD00528,CUST0362,2025-09-15 18:06:25,DELIVERED,SOUTH
ORD00529,CUST0309,2025-09-09 20:06:58,DELIVERED,EAST
ORD00530,CUST0482,2025-07-29 06:07:39,PLACED,NORTH
ORD00531,CUST0031,2026-01-24 04:50:34,DELIVERED,SOUTH
ORD00532,CUST0358,2026-02-21 14:12:16,DELIVERED,EAST
ORD00533,CUST0282,2025-08-11 12:01:26,DELIVERED,SOUTH
ORD00534,CUST0010,2025-12-03 13:38:23,DELIVERED,NORTH
ORD00535,CUST0074,2025-07-19 23:25:32,DELIVERED,SOUTH
ORD00536,CUST0185,2026-04-18 09:35:59,DELIVERED,EAST
ORD00537,CUST0325,2026-01-31 11:23:49,DELIVERED,SOUTH
ORD00538,CUST0239,2026-03-28 10:59:38,DELIVERED,NORTH
ORD00539,CUST0019,2025-07-02 06:34:43,DELIVERED,EAST
ORD00540,CUST0476,2025-09-11 11:55:20,DELIVERED,EAST
ORD00541,CUST0470,27-04-2026,DELIVERED,NORTH
ORD00542,,2026-01-14 11:19:24,DELIVERED,EAST
ORD00543,,2025-09-04 12:01:53,DELIVERED,SOUTH
ORD00544,CUST0079,2025-08-23 13:09:28,RETURNED,EAST
ORD00545,CUST0479,2025-10-08 01:18:02,CANCELLED,WEST
ORD00546,CUST0321,2025-07-14 21:45:47,PLACED,SOUTH
ORD00547,CUST0396,2025-07-27 17:18:11,DELIVERED,NORTH
ORD00548,CUST0470,2025-08-27 20:51:53,DELIVERED,EAST
ORD00549,CUST0007,2026-05-03 03:53:55,PLACED,EAST
ORD00550,CUST0370,2026-04-03 11:30:15,DELIVERED,WEST
ORD00551,CUST0186,2025-07-19 16:30:16,PLACED,EAST
ORD00552,CUST0498,2026-06-19 17:08:38,PLACED,WEST
ORD00553,CUST0045,2026-03-25 21:09:00,DELIVERED,EAST
ORD00554,CUST0313,2026-04-07 09:55:12,RETURNED,NORTH
ORD00555,CUST0247,2026-01-16 15:44:20,DELIVERED,SOUTH
ORD00556,CUST0282,2026-04-16 17:00:44,DELIVERED,EAST
ORD00557,CUST0008,2025-10-20 09:59:27,DELIVERED,WEST
ORD00558,CUST0450,2026-02-18 14:22:04,CANCELLED,NORTH
ORD00559,CUST0415,2025-08-17 10:46:17,DELIVERED,WEST
ORD00560,CUST0209,2026-06-13 17:18:53,DELIVERED,NORTH
ORD00561,CUST0476,2026-01-15 14:13:52,DELIVERED,SOUTH
ORD00562,CUST0010,2025-09-26 12:02:09,DELIVERED,NORTH
ORD00563,CUST0479,2025-09-17 03:45:02,SHIPPED,EAST
ORD00564,CUST0071,2025-10-09 23:27:28,SHIPPED,WEST
ORD00565,CUST0072,2026-03-20 00:59:54,DELIVERED,EAST
ORD00566,CUST0068,2025-08-29 22:15:12,DELIVERED,NORTH
ORD00567,CUST0461,2026-05-31 21:30:52,PLACED,WEST
ORD00568,CUST0042,2025-07-13 14:00:33,DELIVERED,WEST
ORD00569,CUST0040,2025-12-12 17:36:41,SHIPPED,WEST
ORD00570,CUST0495,2026-06-04 08:28:46,DELIVERED,WEST
ORD00571,CUST0359,28-04-2026,DELIVERED,NORTH
ORD00572,CUST0332,19-10-2025,DELIVERED,SOUTH
ORD00573,CUST0384,2025-12-06 18:06:24,PLACED,WEST
ORD00574,CUST0468,2025-07-04 10:59:37,CANCELLED,WEST
ORD00575,CUST0188,2026-03-19 22:39:34,DELIVERED,SOUTH
ORD00576,CUST0286,2026-03-30 21:26:44,RETURNED,WEST
ORD00577,CUST0474,2026-01-10 14:58:33,SHIPPED,SOUTH
ORD00578,CUST0200,2025-08-09 13:24:38,DELIVERED,WEST
ORD00579,CUST0482,2025-10-19 10:24:22,DELIVERED,EAST
ORD00580,CUST0032,2025-11-22 15:03:50,DELIVERED,EAST
ORD00581,CUST0414,2025-10-22 01:55:51,SHIPPED,WEST
ORD00582,CUST0157,2026-06-23 13:47:08,DELIVERED,NORTH
ORD00583,CUST0161,2025-11-05 05:29:09,DELIVERED,EAST
ORD00584,CUST0178,2025-08-11 21:57:39,DELIVERED,NORTH
ORD00585,CUST0032,2025-11-12 15:45:03,DELIVERED,WEST
ORD00586,CUST0246,2025-12-16 16:05:19,DELIVERED,NORTH
ORD00587,CUST0480,2026-03-30 20:58:14,DELIVERED,WEST
ORD00588,,2025-10-15 11:24:29,DELIVERED,SOUTH
ORD00589,CUST0062,2026-04-28 02:56:06,PLACED,SOUTH
ORD00590,CUST0150,2025-12-17 20:44:24,PLACED,WEST
ORD00591,CUST0385,2026-01-07 00:16:04,DELIVERED,WEST
ORD00592,CUST0106,2025-06-30 23:58:43,CANCELLED,EAST
ORD00593,CUST0177,2026-02-20 01:12:38,PLACED,EAST
ORD00594,CUST0367,2025-08-20 11:28:37,PLACED,NORTH
ORD00595,CUST0105,2025-09-04 03:29:10,DELIVERED,WEST
ORD00596,CUST0020,2026-04-09 06:30:51,DELIVERED,SOUTH
ORD00597,CUST0122,2025-11-18 19:24:37,DELIVERED,WEST
ORD00598,CUST0355,2026-06-12 17:22:04,DELIVERED,SOUTH
ORD00599,CUST0401,2026-01-16 00:08:55,DELIVERED,NORTH
ORD00600,CUST0119,2025-09-15 07:07:52,DELIVERED,WEST
ORD00601,CUST0249,2026-05-30 15:12:48,DELIVERED,WEST
ORD00602,CUST0253,2025-12-21 01:35:30,DELIVERED,WEST
ORD00603,CUST0340,2025-10-21 15:36:18,PLACED,WEST
ORD00604,CUST0394,2026-05-23 14:25:08,DELIVERED,NORTH
ORD00605,CUST0371,2025-06-28 07:41:27,DELIVERED,EAST
ORD00606,CUST0216,2026-02-08 03:37:21,PLACED,EAST
ORD00607,CUST0222,2025-11-04 18:29:33,CANCELLED,EAST
ORD00608,CUST0095,2026-01-01 04:33:57,RETURNED,EAST
ORD00609,CUST0114,2026-04-26 05:35:06,DELIVERED,WEST
ORD00610,,2026-05-09 10:58:35,SHIPPED,WEST
ORD00611,CUST0263,2025-08-04 08:42:22,DELIVERED,NORTH
ORD00612,CUST0143,2026-05-30 10:31:55,DELIVERED,SOUTH
ORD00613,CUST0279,2026-03-01 21:02:53,DELIVERED,EAST
ORD00614,,2026-03-15 04:43:37,PLACED,EAST
ORD00615,CUST0069,2025-11-08 03:32:54,DELIVERED,SOUTH
ORD00616,CUST0422,2026-01-13 13:03:43,RETURNED,NORTH
ORD00617,CUST0272,2025-10-15 04:56:44,DELIVERED,NORTH
ORD00618,CUST0485,2026-04-25 13:54:33,DELIVERED,SOUTH
ORD00619,CUST0115,2025-08-12 15:18:27,DELIVERED,SOUTH
ORD00620,CUST0322,2026-01-04 23:18:46,DELIVERED,EAST
ORD00621,CUST0104,2025-10-23 07:23:50,DELIVERED,WEST
ORD00622,CUST0224,2025-10-25 23:31:49,CANCELLED,WEST
ORD00623,CUST0374,2026-05-16 04:18:05,CANCELLED,NORTH
ORD00624,CUST0062,2025-07-28 08:52:32,PLACED,EAST
ORD00625,CUST0004,2026-01-06 20:22:33,DELIVERED,WEST
ORD00626,CUST0047,2026-05-26 23:24:57,DELIVERED,WEST
ORD00627,CUST0268,2026-02-10 14:26:55,DELIVERED,NORTH
ORD00628,CUST0338,2026-05-16 19:33:21,DELIVERED,EAST
ORD00629,CUST0381,2026-04-05 04:25:15,DELIVERED,SOUTH
ORD00630,CUST0361,2026-05-30 10:32:04,RETURNED,WEST
ORD00631,CUST0196,2026-01-15 13:55:15,DELIVERED,NORTH
ORD00632,CUST0203,2026-04-26 18:24:33,PLACED,NORTH
ORD00633,CUST0149,2026-03-04 07:34:22,DELIVERED,WEST
ORD00634,,2025-10-14 08:13:47,CANCELLED,SOUTH
ORD00635,CUST0186,2025-07-01 20:25:06,DELIVERED,WEST
ORD00636,CUST0401,2025-09-30 09:28:58,SHIPPED,EAST
ORD00637,CUST0389,2025-12-31 14:34:16,RETURNED,WEST
ORD00638,,2025-07-10 23:25:26,DELIVERED,SOUTH
ORD00639,CUST0187,2025-08-21 17:44:21,DELIVERED,NORTH
ORD00640,CUST0470,2025-09-28 06:23:17,DELIVERED,NORTH
ORD00641,CUST0190,2026-01-20 17:41:06,DELIVERED,EAST
ORD00642,CUST0250,2026-04-04 08:42:25,SHIPPED,SOUTH
ORD00643,CUST0478,18-08-2025,DELIVERED,EAST
ORD00644,,2025-12-19 15:18:26,DELIVERED,SOUTH
ORD00645,CUST0288,2026-06-22 13:52:05,DELIVERED,EAST
ORD00646,CUST0030,2025-12-06 07:30:25,DELIVERED,WEST
ORD00647,CUST0496,2025-10-17 18:23:49,DELIVERED,SOUTH
ORD00648,CUST0126,2026-05-30 12:42:35,DELIVERED,SOUTH
ORD00649,CUST0050,2025-07-17 02:55:01,PLACED,EAST
ORD00650,CUST0044,2025-09-06 21:20:41,DELIVERED,SOUTH
ORD00651,CUST0017,2026-05-24 19:02:12,CANCELLED,NORTH
ORD00652,CUST0356,2026-06-07 05:25:27,DELIVERED,NORTH
ORD00653,CUST0377,2025-12-26 19:39:16,DELIVERED,NORTH
ORD00654,CUST0250,2026-06-19 13:47:03,SHIPPED,EAST
ORD00655,CUST0294,2025-08-29 12:20:37,SHIPPED,WEST
ORD00656,CUST0310,2025-07-08 06:33:16,RETURNED,EAST
ORD00657,,2026-02-05 23:03:57,DELIVERED,SOUTH
ORD00658,CUST0030,2026-06-26 12:55:27,SHIPPED,SOUTH
ORD00659,CUST0331,22-04-2026,DELIVERED,WEST
ORD00660,CUST0342,2026-01-06 10:25:58,DELIVERED,SOUTH
ORD00661,CUST0120,2025-10-28 22:41:02,DELIVERED,NORTH
ORD00662,CUST0061,2026-02-22 06:14:35,PLACED,SOUTH
ORD00663,CUST0499,2026-01-22 09:07:57,PLACED,WEST
ORD00664,CUST0169,2026-03-14 23:45:28,DELIVERED,SOUTH
ORD00665,CUST0311,2025-08-14 04:37:18,DELIVERED,SOUTH
ORD00666,CUST0433,2025-08-29 02:33:41,CANCELLED,WEST
ORD00667,CUST0345,2026-04-07 02:17:26,DELIVERED,WEST
ORD00668,CUST0039,2026-03-12 22:07:24,SHIPPED,SOUTH
ORD00669,CUST0437,2025-10-28 18:03:00,DELIVERED,EAST
ORD00670,,2025-11-29 13:20:51,RETURNED,WEST
ORD00671,CUST0245,2025-07-13 10:36:07,RETURNED,SOUTH
ORD00672,CUST0300,2026-06-10 17:02:13,PLACED,SOUTH
ORD00673,CUST0108,24-10-2025,SHIPPED,WEST
ORD00674,CUST0432,2026-01-24 00:35:31,DELIVERED,SOUTH
ORD00675,CUST0391,2025-07-20 01:36:31,CANCELLED,EAST
ORD00676,CUST0101,2025-07-03 09:50:37,DELIVERED,NORTH
ORD00677,CUST0417,2025-12-09 20:33:22,DELIVERED,SOUTH
ORD00678,CUST0475,2026-05-29 07:54:28,DELIVERED,WEST
ORD00679,CUST0464,2026-02-04 19:35:16,DELIVERED,EAST
ORD00680,CUST0494,2025-07-03 05:40:45,DELIVERED,EAST
ORD00681,CUST0299,2026-04-13 01:31:18,DELIVERED,NORTH
ORD00682,CUST0325,2025-10-04 01:17:01,DELIVERED,EAST
ORD00683,CUST0144,2025-08-21 07:56:32,SHIPPED,EAST
ORD00684,CUST0043,2026-06-18 11:24:19,DELIVERED,WEST
ORD00685,CUST0167,2026-05-22 22:20:18,DELIVERED,WEST
ORD00686,CUST0235,2026-01-08 06:26:11,DELIVERED,NORTH
ORD00687,CUST0222,2025-10-17 10:31:14,DELIVERED,SOUTH
ORD00688,CUST0313,2026-03-20 06:52:05,DELIVERED,WEST
ORD00689,CUST0259,2025-09-13 11:59:32,PLACED,SOUTH
ORD00690,CUST0074,2026-02-17 11:39:08,DELIVERED,WEST
ORD00691,CUST0253,2026-06-11 13:54:59,DELIVERED,NORTH
ORD00692,CUST0115,2026-05-23 18:29:41,DELIVERED,WEST
ORD00693,CUST0427,2025-07-04 13:22:37,DELIVERED,SOUTH
ORD00694,CUST0489,2026-03-26 17:29:54,DELIVERED,WEST
ORD00695,CUST0359,2025-08-30 13:08:48,CANCELLED,WEST
ORD00696,CUST0328,2026-01-11 18:10:53,SHIPPED,WEST
ORD00697,CUST0281,2025-12-05 06:18:07,DELIVERED,SOUTH
ORD00698,CUST0406,2025-08-04 17:07:28,DELIVERED,WEST
ORD00699,CUST0140,2026-06-01 11:06:29,DELIVERED,SOUTH
ORD00700,CUST0043,2025-08-06 08:26:33,DELIVERED,SOUTH
ORD00701,CUST0106,2025-06-29 02:19:17,DELIVERED,SOUTH
ORD00702,CUST0033,2025-09-11 14:20:01,DELIVERED,WEST
ORD00703,CUST0036,2025-08-20 21:59:48,CANCELLED,EAST
ORD00704,CUST0099,2025-12-26 16:28:13,DELIVERED,WEST
ORD00705,CUST0224,2025-08-10 06:55:01,CANCELLED,NORTH
ORD00706,,2026-05-07 08:18:37,DELIVERED,EAST
ORD00707,CUST0377,2025-08-20 02:03:40,DELIVERED,NORTH
ORD00708,CUST0399,2025-10-05 22:32:17,SHIPPED,NORTH
ORD00709,CUST0390,2026-04-13 12:54:18,DELIVERED,EAST
ORD00710,CUST0296,2025-10-07 14:28:25,DELIVERED,SOUTH
ORD00711,CUST0223,2026-03-23 18:29:03,DELIVERED,NORTH
ORD00712,CUST0060,2025-07-06 02:16:09,DELIVERED,WEST
ORD00713,CUST0371,2025-12-26 16:28:35,DELIVERED,WEST
ORD00714,CUST0355,2026-01-23 14:54:32,DELIVERED,NORTH
ORD00715,CUST0383,2026-06-20 06:53:43,PLACED,EAST
ORD00716,CUST0482,2026-04-16 15:00:20,DELIVERED,NORTH
ORD00717,CUST0197,2025-07-10 03:53:31,DELIVERED,EAST
ORD00718,CUST0007,2025-12-30 14:01:34,RETURNED,SOUTH
ORD00719,CUST0258,2026-01-01 11:44:13,DELIVERED,EAST
ORD00720,CUST0384,2026-04-08 04:49:14,DELIVERED,NORTH
ORD00721,CUST0283,2026-06-17 17:46:32,CANCELLED,SOUTH
ORD00722,CUST0317,2025-07-29 08:53:31,DELIVERED,EAST
ORD00723,CUST0229,2026-04-23 00:42:20,DELIVERED,WEST
ORD00724,CUST0468,2025-09-21 06:56:19,DELIVERED,WEST
ORD00725,CUST0372,2025-10-30 07:23:59,DELIVERED,WEST
ORD00726,CUST0230,2026-01-28 10:25:31,DELIVERED,WEST
ORD00727,CUST0218,2026-02-27 00:59:41,DELIVERED,SOUTH
ORD00728,CUST0376,2025-08-24 02:02:05,DELIVERED,EAST
ORD00729,CUST0006,2026-03-15 04:18:03,DELIVERED,WEST
ORD00730,CUST0350,2025-12-30 19:06:49,DELIVERED,EAST
ORD00731,CUST0135,2026-05-19 06:31:41,DELIVERED,WEST
ORD00732,CUST0376,2026-03-16 08:59:06,DELIVERED,WEST
ORD00733,CUST0301,2026-02-13 14:58:03,DELIVERED,WEST
ORD00734,CUST0165,2025-07-07 14:41:53,DELIVERED,WEST
ORD00735,CUST0181,2025-12-13 04:51:12,DELIVERED,SOUTH
ORD00736,CUST0293,2025-09-01 01:33:24,DELIVERED,SOUTH
ORD00737,CUST0292,2026-04-26 05:40:47,DELIVERED,WEST
ORD00738,CUST0122,2025-12-25 16:40:58,DELIVERED,NORTH
ORD00739,CUST0287,2026-04-01 06:24:59,DELIVERED,WEST
ORD00740,CUST0394,2025-07-19 03:16:29,DELIVERED,SOUTH
ORD00741,CUST0140,2025-08-30 22:31:11,DELIVERED,SOUTH
ORD00742,CUST0110,2025-11-29 12:14:40,DELIVERED,NORTH
ORD00743,CUST0269,2025-08-26 01:51:36,DELIVERED,NORTH
ORD00744,CUST0500,2026-05-26 17:57:40,DELIVERED,EAST
ORD00745,CUST0066,2026-05-22 04:04:16,DELIVERED,EAST
ORD00746,CUST0496,2025-11-26 22:22:41,CANCELLED,SOUTH
ORD00747,CUST0405,2026-04-18 21:25:58,DELIVERED,WEST
ORD00748,CUST0205,2025-07-20 15:06:09,PLACED,EAST
ORD00749,CUST0006,2025-07-07 14:48:57,DELIVERED,SOUTH
ORD00750,CUST0027,2025-08-04 02:27:36,DELIVERED,NORTH
ORD00751,CUST0051,2025-12-22 04:56:11,PLACED,WEST
ORD00752,CUST0077,2025-08-07 06:57:38,RETURNED,EAST
ORD00753,CUST0172,2025-08-09 10:26:38,DELIVERED,SOUTH
ORD00754,CUST0073,2025-12-26 03:39:32,DELIVERED,EAST
ORD00755,CUST0447,2025-07-20 12:14:22,DELIVERED,WEST
ORD00756,CUST0122,2025-11-11 17:47:12,DELIVERED,NORTH
ORD00757,CUST0059,2026-05-22 01:58:17,DELIVERED,SOUTH
ORD00758,CUST0255,2025-07-30 20:55:43,RETURNED,SOUTH
ORD00759,CUST0351,2025-09-14 16:39:41,DELIVERED,NORTH
ORD00760,CUST0299,2025-09-06 22:50:56,RETURNED,WEST
ORD00761,CUST0335,2025-10-04 02:19:17,DELIVERED,NORTH
ORD00762,CUST0079,2025-10-21 22:04:51,DELIVERED,NORTH
ORD00763,CUST0257,2026-06-11 07:04:04,DELIVERED,WEST
ORD00764,CUST0186,2025-07-12 13:51:52,CANCELLED,EAST
ORD00765,CUST0093,01-07-2025,DELIVERED,EAST
ORD00766,CUST0209,2025-07-17 18:14:38,PLACED,SOUTH
ORD00767,CUST0467,2025-11-29 09:05:27,CANCELLED,WEST
ORD00768,CUST0456,2026-06-11 04:47:12,PLACED,SOUTH
ORD00769,CUST0049,2025-10-23 01:05:40,DELIVERED,NORTH
ORD00770,CUST0261,2026-01-06 07:20:36,DELIVERED,SOUTH
ORD00771,CUST0040,2025-07-20 03:02:45,DELIVERED,WEST
ORD00772,CUST0177,2025-07-19 23:36:46,DELIVERED,EAST
ORD00773,CUST0156,2026-01-29 10:57:42,DELIVERED,NORTH
ORD00774,CUST0193,2026-02-08 16:59:05,DELIVERED,SOUTH
ORD00775,CUST0208,2025-10-16 02:47:38,RETURNED,EAST
