item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00498,ORD00735,PROD0267,4,38515.93,5
ITEM00499,ORD00788,PROD0131,3,744.54,56
ITEM00500,ORD00507,PROD0283,1,27412.87,98
ITEM00501,ORD00943,PROD0103,5,45566.84,63
ITEM00502,ORD00411,PROD0338,2,27471.88,78
ITEM00503,ORD00970,PROD0313,2,19489.86,66
ITEM00504,ORD00587,PROD0125,2,38366.08,54
ITEM00505,ORD00664,PROD0001,1,43046.45,19
ITEM00506,ORD00803,PROD0422,5,25246.45,32
ITEM00507,ORD00840,PROD0099,4,32129.81,38
ITEM00508,ORD00633,PROD0499,4,43236.7,91
ITEM00509,ORD00696,PROD0088,3,28012.75,22
ITEM00510,ORD00027,PROD0248,3,2865.59,80
ITEM00511,ORD00555,PROD0138,3,9274.24,29
ITEM00512,ORD00299,PROD0310,4,21253.57,35
ITEM00513,ORD00347,PROD0482,4,32042.13,37
ITEM00514,ORD00683,PROD0472,3,19095.99,59
ITEM00515,ORD00407,PROD0433,5,34392.17,3
ITEM00516,ORD00810,PROD0496,1,47378.22,16
ITEM00517,ORD01000,PROD0263,5,5331.49,13
ITEM00518,ORD00938,PROD0078,1,38646.23,57
ITEM00519,ORD00394,PROD0244,5,38651.06,44
ITEM00520,ORD00150,PROD0031,5,2328.4,90
ITEM00521,ORD00881,PROD0055,1,41956.57,74
ITEM00522,ORD00759,PROD0227,-2,12982.38,27
ITEM00523,ORD00795,PROD0267,3,43484.32,15
ITEM00524,ORD00744,PROD0498,5,18887.68,24
ITEM00525,ORD00093,PROD0002,3,48031.99,72
ITEM00526,ORD00825,PROD0057,2,8743.57,19
ITEM00527,ORD00407,PROD0042,1,29380.95,88
ITEM00528,ORD00968,PROD0413,1,45297.84,88
ITEM00529,ORD00612,PROD0274,4,12358.98,93
ITEM00530,ORD00925,PROD0106,1,19364.72,99
ITEM00531,ORD00731,PROD0261,3,32109.8,63
ITEM00532,ORD00909,PROD0468,5,4940.59,74
ITEM00533,ORD00554,PROD0371,-3,607.89,63
ITEM00534,ORD00953,PROD0036,4,18715.5,29
ITEM00535,ORD00176,PROD0210,5,13376.97,58
ITEM00536,ORD00556,PROD0428,1,47374.98,76
ITEM00537,ORD00059,PROD0254,3,34006.96,67
ITEM00538,ORD00664,PROD0481,3,8698.62,98
ITEM00539,ORD00006,PROD0190,1,40550.59,91
ITEM00540,ORD00582,PROD0420,1,16186.88,4
ITEM00541,ORD00678,PROD0446,4,21235.02,47
ITEM00542,ORD00743,PROD0201,3,40893.96,90
ITEM00543,ORD00876,PROD0479,3,34075.98,53
ITEM00544,ORD00340,PROD0360,2,41546.12,13
ITEM00545,ORD00318,PROD0109,5,14430.72,48
ITEM00546,ORD00164,PROD0257,4,34671.26,9
ITEM00547,ORD00739,PROD0208,1,13498.42,96
ITEM00548,ORD00536,PROD0052,4,22920.31,36
ITEM00549,ORD00554,PROD0077,5,15914.37,6
ITEM00550,ORD00380,PROD0087,4,35627.07,20
ITEM00551,ORD00432,PROD0041,3,37657.71,70
ITEM00552,ORD00791,PROD0254,3,12763.9,97
ITEM00553,ORD00733,PROD0048,2,16293.87,81
ITEM00554,ORD00001,PROD0299,1,5330.48,54
ITEM00555,ORD00513,PROD0312,2,49547.32,64
ITEM00556,ORD00919,PROD0376,4,17232.77,68
ITEM00557,ORD00859,PROD0493,5,18326.28,24
ITEM00558,ORD00692,PROD0356,4,15772.42,86
ITEM00559,ORD00514,PROD0432,1,41963.34,100
ITEM00560,ORD00245,PROD0134,1,4641.64,6
ITEM00561,ORD00203,PROD0237,4,959.27,58
ITEM00562,ORD00883,PROD0298,4,23661.73,55
ITEM00563,ORD00938,PROD0062,4,11658.81,23
ITEM00564,ORD00536,PROD0170,3,27484.26,31
ITEM00565,ORD00620,PROD0378,1,18323.25,89
ITEM00566,ORD00631,PROD0424,-3,40914.96,4
ITEM00567,ORD00587,PROD0150,4,6697.99,24
ITEM00568,ORD00475,PROD0420,2,42501.2,91
ITEM00569,ORD01000,PROD0057,4,46962.54,87
ITEM00570,ORD00528,PROD0275,3,12049.61,97
ITEM00571,ORD00522,PROD0090,1,26959.17,81
ITEM00572,ORD00046,PROD0484,5,40274.97,47
ITEM00573,ORD00300,PROD0183,4,19306.46,44
ITEM00574,ORD00882,PROD0365,3,22691.12,76
ITEM00575,ORD00390,PROD0203,4,49767.63,100
ITEM00576,ORD00372,PROD0070,5,43828.48,62
ITEM00577,ORD00564,PROD0178,4,28344.91,56
ITEM00578,ORD00756,PROD0328,5,47583.15,21
ITEM00579,ORD00952,PROD0197,5,1947.86,71
ITEM00580,ORD00759,PROD0399,1,45835.9,93
ITEM00581,ORD00907,PROD0316,1,28179.35,12
ITEM00582,ORD00418,PROD0233,3,24366.36,7
ITEM00583,ORD00643,PROD0054,5,45388.84,93
ITEM00584,ORD00996,PROD0182,2,7044.23,71
ITEM00585,ORD00925,PROD0220,2,46894.61,47
ITEM00586,ORD00155,PROD0116,5,4690.32,41
ITEM00587,ORD00816,PROD0220,3,38446.37,48
ITEM00588,ORD00249,PROD0076,4,22371.23,42
ITEM00589,ORD00448,PROD0162,2,5956.7,18
ITEM00590,ORD00511,PROD0394,5,40632.54,11
ITEM00591,ORD00684,PROD0363,5,37629.62,58
ITEM00592,ORD00188,PROD0452,2,16240.39,56
ITEM00593,ORD00809,PROD0332,2,7968.54,86
ITEM00594,ORD00291,PROD0496,5,41865.89,21
ITEM00595,ORD00970,PROD0042,1,2024.59,76
ITEM00596,ORD00273,PROD0233,1,13537.43,73
ITEM00597,ORD00887,PROD0388,4,38797.4,50
ITEM00598,ORD00546,PROD0132,3,46406.96,74
ITEM00599,ORD00372,PROD0427,1,34329.84,63
ITEM00600,ORD00157,PROD0085,4,28923.13,98
ITEM00601,ORD00648,PROD0297,2,4599.75,1
ITEM00602,ORD00513,PROD0276,5,25087.47,69
ITEM00603,ORD00694,PROD0493,2,32167.49,59
ITEM00604,ORD00101,PROD0146,5,16123.46,72
ITEM00605,ORD00415,PROD0203,1,45660.81,89
ITEM00606,ORD00936,PROD0165,1,16680.41,89
ITEM00607,ORD00659,PROD0365,5,45661.74,39
ITEM00608,ORD00139,PROD0041,2,49332.4,72
ITEM00609,ORD00766,PROD0102,3,40954.98,1
ITEM00610,ORD00963,PROD0312,2,47347.75,91
ITEM00611,ORD00591,PROD0105,4,27604.59,87
ITEM00612,ORD00179,PROD0382,1,22914.41,81
ITEM00613,ORD00641,PROD0338,5,14672.64,73
ITEM00614,ORD00655,PROD0430,2,37675.19,36
ITEM00615,ORD00800,PROD0111,2,14634.15,59
ITEM00616,ORD00062,PROD0085,2,12228.13,72
ITEM00617,ORD00413,PROD0240,1,28224.25,2
ITEM00618,ORD00072,PROD0340,2,6483.62,28
ITEM00619,ORD00356,PROD0308,2,49998.76,39
ITEM00620,ORD00225,PROD0461,3,12782.84,79
ITEM00621,ORD00024,PROD0052,4,27200.62,26
ITEM00622,ORD00092,PROD0378,5,1276.29,42
ITEM00623,ORD00994,PROD0460,2,16044.25,4
ITEM00624,ORD00987,PROD0376,4,32860.13,15
ITEM00625,ORD00075,PROD0300,3,41744.88,76
ITEM00626,ORD00043,PROD0185,3,27956.99,37
ITEM00627,ORD00807,PROD0421,3,47319.32,60
ITEM00628,ORD00991,PROD0113,2,45153.85,94
ITEM00629,ORD00405,PROD0159,2,9682.99,37
ITEM00630,ORD00802,PROD0317,5,28244.21,24
ITEM00631,ORD00620,PROD0264,5,43084.45,65
ITEM00632,ORD00574,PROD0176,3,23769.69,83
ITEM00633,ORD00148,PROD0445,3,49965.18,11
ITEM00634,ORD00680,PROD0162,5,20564.42,49
ITEM00635,ORD00283,PROD0160,3,3313.66,28
ITEM00636,ORD00723,PROD0436,1,42077.34,94
ITEM00637,ORD00605,PROD0121,2,13148.99,28
ITEM00638,ORD00479,PROD0215,4,23186.33,43
ITEM00639,ORD00687,PROD0041,1,23475.41,68
ITEM00640,ORD00819,PROD0183,-2,6366.37,53
ITEM00641,ORD00560,PROD0293,5,15743.62,46
ITEM00642,ORD00948,PROD0326,1,343.13,67
ITEM00643,ORD00818,PROD0115,5,48014.47,8
ITEM00644,ORD00736,PROD0051,3,6444.22,96
ITEM00645,ORD00029,PROD0007,4,9131.24,68
ITEM00646,ORD00887,PROD0455,2,5103.05,7
ITEM00647,ORD00298,PROD0052,2,16341.09,61
ITEM00648,ORD00147,PROD0196,1,42756.06,90
ITEM00649,ORD00101,PROD0043,5,4025.74,50
ITEM00650,ORD00866,PROD0101,4,24348.32,50
ITEM00651,ORD00386,PROD0227,1,7653.47,15
ITEM00652,ORD00107,PROD0224,1,27471.62,79
ITEM00653,ORD00855,PROD0246,-2,38401.55,7
ITEM00654,ORD00635,PROD0025,1,33925.68,35
ITEM00655,ORD00840,PROD0214,4,8665.41,39
ITEM00656,ORD00758,PROD0274,2,42320.25,65
ITEM00657,ORD00238,PROD0487,3,8765.77,51
ITEM00658,ORD00340,PROD0310,3,44964.3,14
ITEM00659,ORD00967,PROD0008,3,36991.21,35
ITEM00660,ORD00292,PROD0380,1,14516.09,83
ITEM00661,ORD00248,PROD0362,1,47256.24,28
ITEM00662,ORD00273,PROD0013,3,25482.09,73
ITEM00663,ORD00057,PROD0204,1,32568.45,21
ITEM00664,ORD00602,PROD0440,5,7719.28,87
ITEM00665,ORD00901,PROD0467,5,23932.81,69
ITEM00666,ORD00614,PROD0219,4,12393.39,55
ITEM00667,ORD00634,PROD0179,3,17685.38,28
ITEM00668,ORD00739,PROD0118,2,7134.69,56
ITEM00669,ORD00964,PROD0203,3,25421.92,38
ITEM00670,ORD00310,PROD0378,2,11288.57,55
ITEM00671,ORD00168,PROD0199,1,24301.96,64
ITEM00672,ORD00705,PROD0292,2,29065.09,68
ITEM00673,ORD00363,PROD0092,2,41593.89,72
ITEM00674,ORD00751,PROD0327,1,22846.52,65
ITEM00675,ORD00437,PROD0192,5,49435.87,8
ITEM00676,ORD00467,PROD0250,3,19060.26,3
ITEM00677,ORD00188,PROD0156,1,7266.57,60
ITEM00678,ORD00264,PROD0322,5,25528.18,72
ITEM00679,ORD00261,PROD0240,2,13213.3,91
ITEM00680,ORD00385,PROD0111,3,36967.07,97
ITEM00681,ORD00491,PROD0350,-1,23071.8,47
ITEM00682,ORD00393,PROD0210,3,13649.42,15
ITEM00683,ORD00265,PROD0446,5,18567.14,24
ITEM00684,ORD00505,PROD0104,5,6859.99,44
ITEM00685,ORD00428,PROD0398,1,3165.09,83
ITEM00686,ORD00096,PROD0011,3,42846.0,10
ITEM00687,ORD00770,PROD0199,1,25514.55,22
ITEM00688,ORD00402,PROD0418,4,13836.36,44
ITEM00689,ORD00626,PROD0208,5,27548.75,57
ITEM00690,ORD00264,PROD0119,4,11104.22,29
ITEM00691,ORD00842,PROD0057,2,41950.79,31
ITEM00692,ORD00841,PROD0326,5,38195.19,58
ITEM00693,ORD00750,PROD0253,3,25381.38,22
ITEM00694,ORD00160,PROD0109,3,4715.81,2
ITEM00695,ORD00247,PROD0488,4,2752.48,74
ITEM00696,ORD00490,PROD0399,3,28519.03,23
ITEM00697,ORD00109,PROD0197,2,31401.83,69
ITEM00698,ORD00364,PROD0475,3,15414.74,99
ITEM00699,ORD00161,PROD0003,3,21436.63,73
ITEM00700,ORD00125,PROD0222,-1,12250.42,2
ITEM00701,ORD00383,PROD0460,2,39095.39,59
ITEM00702,ORD00658,PROD0370,2,5242.11,90
ITEM00703,ORD00466,PROD0033,2,41641.64,0
ITEM00704,ORD00711,PROD0014,5,17676.95,61
ITEM00705,ORD00688,PROD0445,4,31844.57,84
ITEM00706,ORD00115,PROD0131,4,16976.35,56
ITEM00707,ORD00742,PROD0486,2,8643.12,51
ITEM00708,ORD00997,PROD0465,4,12302.39,64
ITEM00709,ORD00453,PROD0035,5,38476.63,70
ITEM00710,ORD00712,PROD0340,2,31957.75,60
ITEM00711,ORD00389,PROD0296,4,15841.48,8
ITEM00712,ORD00898,PROD0460,5,24816.61,59
ITEM00713,ORD00651,PROD0405,1,5110.0,72
ITEM00714,ORD00971,PROD0288,5,49370.93,64
ITEM00715,ORD00970,PROD0143,3,14865.44,72
ITEM00716,ORD00837,PROD0205,2,22757.58,0
ITEM00717,ORD00173,PROD0315,3,44826.17,45
ITEM00718,ORD00719,PROD0332,4,19633.33,3
ITEM00719,ORD00131,PROD0009,5,46644.75,47
ITEM00720,ORD00808,PROD0303,1,22760.12,28
ITEM00721,ORD00343,PROD0493,5,41081.59,6
ITEM00722,ORD00660,PROD0378,5,7370.41,20
ITEM00723,ORD00188,PROD0108,-2,40783.35,16
ITEM00724,ORD00243,PROD0249,5,40770.99,67
ITEM00725,ORD00969,PROD0363,4,15913.1,10
ITEM00726,ORD00585,PROD0217,3,25913.42,2
ITEM00727,ORD00188,PROD0477,2,45232.7,64
ITEM00728,ORD00817,PROD0168,1,39541.27,95
ITEM00729,ORD00163,PROD0252,3,1573.49,68
ITEM00730,ORD00442,PROD0224,3,43880.66,93
ITEM00731,ORD00295,PROD0079,1,1294.98,27
ITEM00732,ORD00598,PROD0241,5,27047.71,49
ITEM00733,ORD00420,PROD0325,1,47622.43,61
ITEM00734,ORD00659,PROD0295,3,23402.4,24
ITEM00735,ORD00981,PROD0217,1,36929.38,36
ITEM00736,ORD00924,PROD0145,5,20028.31,42
ITEM00737,ORD00807,PROD0187,4,26922.68,90
ITEM00738,ORD00761,PROD0258,5,45302.4,85
ITEM00739,ORD00940,PROD0112,4,13793.73,27
ITEM00740,ORD00773,PROD0238,3,1901.0,29
ITEM00741,ORD00747,PROD0439,4,40573.15,46
ITEM00742,ORD00067,PROD0076,1,43451.65,58
ITEM00743,ORD00646,PROD0059,3,33844.66,10
ITEM00744,ORD00875,PROD0310,2,43000.63,48
ITEM00745,ORD00597,PROD0480,2,35851.38,2
ITEM00746,ORD00445,PROD0092,4,12731.03,18
ITEM00747,ORD00696,PROD0356,4,12188.08,47
ITEM00748,ORD00384,PROD0160,3,8956.0,50
ITEM00749,ORD00761,PROD0292,2,36161.42,30
ITEM00750,ORD00883,PROD0093,4,25855.73,12
ITEM00751,ORD00480,PROD0131,5,15094.87,50
ITEM00752,ORD00973,PROD0013,2,37165.6,16
ITEM00753,ORD00163,PROD0270,1,16024.94,67
ITEM00754,ORD00428,PROD0375,3,25488.35,7
ITEM00755,ORD00744,PROD0019,1,44198.05,73
ITEM00756,ORD00897,PROD0468,-2,758.68,91
ITEM00757,ORD00064,PROD0460,1,34653.97,100
ITEM00758,ORD00818,PROD0330,1,43350.2,44
ITEM00759,ORD00309,PROD0201,1,30005.29,95
ITEM00760,ORD00383,PROD0252,1,45164.02,68
ITEM00761,ORD00517,PROD0274,1,49585.11,69
ITEM00762,ORD00702,PROD0281,2,45550.86,15
ITEM00763,ORD00990,PROD0497,1,11725.77,88
ITEM00764,ORD00898,PROD0111,-1,33193.7,86
ITEM00765,ORD00274,PROD0049,1,31776.09,18
ITEM00766,ORD00678,PROD0114,1,33367.85,18
ITEM00767,ORD00028,PROD0397,2,25099.1,14
ITEM00768,ORD00618,PROD0153,2,5864.54,87
ITEM00769,ORD00214,PROD0217,1,18042.53,33
ITEM00770,ORD00162,PROD0253,5,37700.74,17
ITEM00771,ORD00942,PROD0317,5,35642.66,29
ITEM00772,ORD00222,PROD0075,2,28088.64,68
ITEM00773,ORD00103,PROD0475,5,5073.19,87
ITEM00774,ORD00300,PROD0343,5,26045.76,43
ITEM00775,ORD00227,PROD0289,4,5591.54,69
ITEM00776,ORD00246,PROD0296,1,46654.63,83
ITEM00777,ORD00187,PROD0246,5,11443.55,1
ITEM00778,ORD00949,PROD0401,5,39171.82,83
ITEM00779,ORD00580,PROD0278,2,7451.83,68
ITEM00780,ORD00908,PROD0320,5,5443.04,18
ITEM00781,ORD00154,PROD0166,1,27811.44,51
ITEM00782,ORD00419,PROD0457,2,37676.3,51
ITEM00783,ORD00695,PROD0371,4,7870.2,22
ITEM00784,ORD00123,PROD0420,3,18080.67,4
ITEM00785,ORD00354,PROD0001,3,45873.57,88
ITEM00786,ORD00363,PROD0449,2,20158.75,65
ITEM00787,ORD00780,PROD0244,5,13400.16,63
ITEM00788,ORD00735,PROD0210,1,32412.3,31
ITEM00789,ORD00276,PROD0409,3,11863.56,53
ITEM00790,ORD00722,PROD0392,5,18328.29,35
ITEM00791,ORD00441,PROD0020,4,16086.03,59
ITEM00792,ORD00825,PROD0255,5,47288.0,30
ITEM00793,ORD00298,PROD0060,1,6109.18,28
ITEM00794,ORD00617,PROD0389,5,3419.41,36
ITEM00795,ORD00296,PROD0081,4,37478.48,52
ITEM00796,ORD00705,PROD0397,5,15172.22,19
ITEM00797,ORD00308,PROD0238,4,21609.81,65
ITEM00798,ORD00241,PROD0195,3,3528.85,33
ITEM00799,ORD00535,PROD0006,1,48240.44,46
ITEM00800,ORD00214,PROD0218,-3,46848.13,37
ITEM00801,ORD00929,PROD0187,2,33044.57,27
ITEM00802,ORD00093,PROD0221,4,28747.98,15
ITEM00803,ORD00099,PROD0092,5,24158.02,75
ITEM00804,ORD00150,PROD0377,5,8726.64,49
ITEM00805,ORD00331,PROD0131,1,16252.29,50
ITEM00806,ORD00143,PROD0283,4,39588.98,25
ITEM00807,ORD00322,PROD0009,5,2404.24,8
ITEM00808,ORD00964,PROD0299,5,45270.69,95
ITEM00809,ORD00028,PROD0058,3,21004.88,40
ITEM00810,ORD00378,PROD0051,2,16090.53,34
ITEM00811,ORD00751,PROD0153,5,31269.61,68
ITEM00812,ORD00722,PROD0093,2,34292.28,73
ITEM00813,ORD00925,PROD0089,5,42376.5,93
ITEM00814,ORD00968,PROD0260,5,27189.0,84
ITEM00815,ORD00145,PROD0332,2,45460.0,39
ITEM00816,ORD00507,PROD0049,2,14038.74,5
ITEM00817,ORD00241,PROD0082,1,38407.91,5
ITEM00818,ORD00945,PROD0175,1,20669.44,45
ITEM00819,ORD00732,PROD0045,2,46303.87,38
ITEM00820,ORD00804,PROD0448,4,7218.7,88
ITEM00821,ORD00110,PROD0008,4,5781.39,13
ITEM00822,ORD00332,PROD0398,3,48821.67,6
ITEM00823,ORD00882,PROD0496,1,48750.77,27
ITEM00824,ORD00643,PROD0101,1,46760.13,67
ITEM00825,ORD00133,PROD0343,3,10084.26,30
ITEM00826,ORD00300,PROD0080,1,17875.63,69
ITEM00827,ORD00501,PROD0482,2,46861.7,74
ITEM00828,ORD00181,PROD0302,5,9287.68,1
ITEM00829,ORD00900,PROD0022,1,4587.52,86
ITEM00830,ORD00174,PROD0028,5,44834.83,55
ITEM00831,ORD00141,PROD0335,2,48670.0,37
ITEM00832,ORD00600,PROD0410,1,5022.38,20
ITEM00833,ORD00544,PROD0007,5,49325.93,73
ITEM00834,ORD00061,PROD0352,1,34839.03,57
ITEM00835,ORD00656,PROD0421,3,6920.94,33
ITEM00836,ORD00811,PROD0006,1,20901.68,23
ITEM00837,ORD00781,PROD0143,1,38359.35,48
ITEM00838,ORD00730,PROD0375,2,45477.18,97
ITEM00839,ORD00437,PROD0114,4,40259.37,48
ITEM00840,ORD00192,PROD0007,4,43672.8,77
ITEM00841,ORD00857,PROD0093,2,24656.04,38
ITEM00842,ORD00823,PROD0091,2,20575.2,46
ITEM00843,ORD00584,PROD0001,3,20238.17,35
ITEM00844,ORD00600,PROD0318,1,37009.18,22
ITEM00845,ORD00466,PROD0297,4,25292.76,75
ITEM00846,ORD00882,PROD0256,2,20983.31,79
ITEM00847,ORD00529,PROD0485,5,24020.44,79
ITEM00848,ORD00345,PROD0457,2,18426.32,22
ITEM00849,ORD00611,PROD0236,1,43973.4,98
ITEM00850,ORD00665,PROD0003,4,5931.0,3
ITEM00851,ORD00079,PROD0423,3,45199.1,24
ITEM00852,ORD00303,PROD0047,1,14132.75,62
ITEM00853,ORD00505,PROD0448,2,30821.18,39
ITEM00854,ORD00324,PROD0213,2,1409.33,83
ITEM00855,ORD00080,PROD0371,4,37299.7,61
ITEM00856,ORD00476,PROD0109,5,23628.28,34
ITEM00857,ORD00098,PROD0289,5,2963.77,89
ITEM00858,ORD00283,PROD0275,3,32546.28,78
ITEM00859,ORD00146,PROD0029,4,48674.44,0
ITEM00860,ORD00076,PROD0247,2,45402.57,27
ITEM00861,ORD00261,PROD0071,3,3873.29,9
ITEM00862,ORD00559,PROD0480,2,46316.93,38
ITEM00863,ORD00472,PROD0035,1,43007.78,17
ITEM00864,ORD00891,PROD0258,5,46453.44,26
ITEM00865,ORD00058,PROD0045,5,12775.41,20
ITEM00866,ORD00103,PROD0176,2,31738.61,77
ITEM00867,ORD00450,PROD0016,-3,24577.41,66
ITEM00868,ORD00546,PROD0125,5,37100.69,37
ITEM00869,ORD00864,PROD0271,3,47953.69,57
ITEM00870,ORD00365,PROD0366,4,19454.47,47
ITEM00871,ORD00913,PROD0432,2,28506.09,29
ITEM00872,ORD00541,PROD0002,4,38912.55,18
ITEM00873,ORD00784,PROD0408,4,8257.65,49
ITEM00874,ORD00888,PROD0263,2,17385.9,46
ITEM00875,ORD00770,PROD0023,3,32039.52,11
ITEM00876,ORD00734,PROD0084,5,19465.42,49
ITEM00877,ORD00397,PROD0389,3,34658.29,75
ITEM00878,ORD00683,PROD0207,1,39588.85,18
ITEM00879,ORD00133,PROD0261,1,9947.6,58
ITEM00880,ORD00213,PROD0255,1,7126.86,76
ITEM00881,ORD00632,PROD0199,5,28518.98,94
ITEM00882,ORD00416,PROD0422,5,43086.67,73
ITEM00883,ORD00437,PROD0172,5,11765.98,5
ITEM00884,ORD00517,PROD0497,5,3828.08,89
ITEM00885,ORD00288,PROD0373,5,43454.69,88
ITEM00886,ORD00847,PROD0233,4,45515.47,7
ITEM00887,ORD00971,PROD0221,1,26513.31,13
ITEM00888,ORD00624,PROD0265,4,46121.44,13
ITEM00889,ORD00201,PROD0165,5,7778.07,90
ITEM00890,ORD00970,PROD0161,1,33589.96,63
ITEM00891,ORD00619,PROD0312,3,3565.09,73
ITEM00892,ORD00207,PROD0201,2,49266.32,8
ITEM00893,ORD00647,PROD0005,3,36502.67,1
ITEM00894,ORD00271,PROD0252,3,556.19,71
ITEM00895,ORD00284,PROD0241,1,45807.92,1
ITEM00896,ORD00471,PROD0016,5,18824.8,77
ITEM00897,ORD00418,PROD0061,1,26545.71,96
ITEM00898,ORD00393,PROD0091,1,17728.46,19
ITEM00899,ORD00385,PROD0279,5,41585.41,59
ITEM00900,ORD00433,PROD0201,2,33197.11,67
ITEM00901,ORD00677,PROD0042,1,46187.33,24
ITEM00902,ORD00558,PROD0137,4,3711.2,72
ITEM00903,ORD00188,PROD0233,2,48964.16,69
ITEM00904,ORD00660,PROD0281,4,26667.38,18
ITEM00905,ORD00363,PROD0134,4,8099.09,71
ITEM00906,ORD00606,PROD0007,2,32348.73,17
ITEM00907,ORD00405,PROD0121,3,7075.24,83
ITEM00908,ORD00329,PROD0409,5,44639.18,32
ITEM00909,ORD00070,PROD0007,3,7362.35,56
ITEM00910,ORD00745,PROD0134,1,518.07,85
ITEM00911,ORD00031,PROD0404,1,22216.37,28
ITEM00912,ORD00481,PROD0350,1,17728.66,72
ITEM00913,ORD00028,PROD0476,3,8288.7,79
ITEM00914,ORD00704,PROD0160,4,26919.28,44
ITEM00915,ORD00959,PROD0135,1,20245.33,91
ITEM00916,ORD00901,PROD0075,1,23138.32,32
ITEM00917,ORD00286,PROD0013,5,38780.3,80
ITEM00918,ORD00323,PROD0189,4,37138.14,28
ITEM00919,ORD00578,PROD0039,4,48737.31,35
ITEM00920,ORD00511,PROD0049,3,35550.42,48
ITEM00921,ORD00439,PROD0102,3,48600.14,78
ITEM00922,ORD00911,PROD0136,1,49026.09,83
ITEM00923,ORD00893,PROD0244,5,43805.64,21
ITEM00924,ORD00533,PROD0060,4,37816.88,85
ITEM00925,ORD00066,PROD0199,1,7843.89,34
ITEM00926,ORD00325,PROD0303,2,26073.31,14
ITEM00927,ORD00048,PROD0273,3,41650.8,96
ITEM00928,ORD00921,PROD0233,1,12253.44,100
ITEM00929,ORD00263,PROD0281,2,1363.93,26
ITEM00930,ORD00896,PROD0207,5,21540.96,77
ITEM00931,ORD00074,PROD0237,3,14622.67,5
ITEM00932,ORD00862,PROD0031,2,42951.49,79
ITEM00933,ORD00375,PROD0289,3,14292.4,95
ITEM00934,ORD00362,PROD0312,1,42799.58,91
ITEM00935,ORD00894,PROD0040,2,30910.4,36
ITEM00936,ORD00291,PROD0393,3,7310.68,80
ITEM00937,ORD00963,PROD0064,1,43876.9,25
ITEM00938,ORD00312,PROD0408,-3,14135.08,6
ITEM00939,ORD00228,PROD0253,2,46947.91,81
ITEM00940,ORD00968,PROD0134,4,24013.6,93
ITEM00941,ORD00935,PROD0064,3,45840.84,79
ITEM00942,ORD00114,PROD0279,3,25312.84,27
ITEM00943,ORD00362,PROD0119,2,43574.84,31
ITEM00944,ORD00126,PROD0083,5,48065.39,72
ITEM00945,ORD00153,PROD0141,4,15168.33,85
ITEM00946,ORD00357,PROD0484,4,843.76,97
ITEM00947,ORD00983,PROD0227,5,35928.98,99
ITEM00948,ORD00002,PROD0052,4,49554.05,80
ITEM00949,ORD00687,PROD0307,3,42287.31,54
ITEM00950,ORD00226,PROD0428,5,46836.19,19
ITEM00951,ORD00025,PROD0320,1,19013.51,8
ITEM00952,ORD00962,PROD0347,2,26563.98,1
ITEM00953,ORD00388,PROD0074,2,30192.95,88
ITEM00954,ORD00159,PROD0412,4,31345.87,84
ITEM00955,ORD00105,PROD0206,4,45822.9,14
ITEM00956,ORD00772,PROD0231,5,30390.18,5
ITEM00957,ORD00942,PROD0458,3,29043.93,32
ITEM00958,ORD00033,PROD0067,4,40824.24,84
ITEM00959,ORD00294,PROD0111,5,32198.53,94
ITEM00960,ORD00851,PROD0151,-2,25582.8,17
ITEM00961,ORD00615,PROD0479,2,11116.51,67
ITEM00962,ORD00030,PROD0279,4,48879.44,15
ITEM00963,ORD00300,PROD0493,4,14417.51,32
ITEM00964,ORD00526,PROD0463,2,45952.39,5
ITEM00965,ORD00968,PROD0091,3,21136.31,39
ITEM00966,ORD00474,PROD0087,1,7694.24,25
ITEM00967,ORD00179,PROD0184,1,34127.06,90
ITEM00968,ORD00567,PROD0467,1,6082.06,85
ITEM00969,ORD00350,PROD0404,1,3254.59,65
ITEM00970,ORD00549,PROD0176,5,36695.48,25
ITEM00971,ORD00951,PROD0471,1,39411.52,44
ITEM00972,ORD00057,PROD0435,-1,42640.18,47
ITEM00973,ORD00877,PROD0220,2,46909.49,46
ITEM00974,ORD00517,PROD0406,1,22150.01,57
ITEM00975,ORD00190,PROD0142,5,42982.7,51
ITEM00976,ORD00703,PROD0194,2,19227.31,78
ITEM00977,ORD00780,PROD0069,1,559.31,58
ITEM00978,ORD00750,PROD0316,2,3263.92,32
ITEM00979,ORD00621,PROD0250,3,36557.63,39
ITEM00980,ORD00918,PROD0234,4,44182.83,12
ITEM00981,ORD00111,PROD0154,4,25752.31,100
ITEM00982,ORD00002,PROD0374,5,36512.47,3
ITEM00983,ORD00307,PROD0093,3,45091.33,27
ITEM00984,ORD00597,PROD0296,5,49222.77,10
ITEM00985,ORD00977,PROD0012,4,22666.54,15
ITEM00986,ORD00488,PROD0352,1,37546.55,64
ITEM00987,ORD00869,PROD0465,2,8559.83,34
ITEM00988,ORD00468,PROD0179,3,8484.94,24
ITEM00989,ORD00400,PROD0409,1,37400.97,54
ITEM00990,ORD00406,PROD0061,4,38979.18,48
ITEM00991,ORD00118,PROD0306,5,42079.99,92
ITEM00992,ORD00930,PROD0500,5,21869.88,30
ITEM00993,ORD00197,PROD0240,1,17177.72,34
ITEM00994,ORD00570,PROD0166,2,47659.84,31
ITEM00995,ORD00085,PROD0440,3,16710.46,22
